dutch,english,cefr_level,word_type,topic,example_dutch,example_english,notes,tags,article,plural,diminutive,regularity,separable,auxiliary,past_participle,inflected,comparative,superlative,is_sample
rondleiding,guided tour,A2,noun,Places to visit,De rondleiding duurt een uur.,The guided tour lasts an hour.,,,de,rondleidingen,,,,,,,,,false
toegang,admission / access,A2,noun,Places to visit,De toegang is gratis.,Admission is free.,,,de,toegangen,,,,,,,,,false
entree,entrance / admission charge,A2,noun,Places to visit,De entree kost vijf euro.,Admission costs five euros.,,,de,entrees,,,,,,,,,false
vrije tijd,leisure time,A2,noun,Leisure and culture,In mijn vrije tijd lees ik graag.,I like reading in my free time.,Normally used without a plural in this meaning.,,de,,,,,,,,,,false
concert,concert,A2,noun,Leisure and culture,Het concert begint om acht uur.,The concert starts at eight.,,,het,concerten,,,,,,,,,false
voorstelling,performance,A2,noun,Leisure and culture,De voorstelling duurt twee uur.,The performance lasts two hours.,,,de,voorstellingen,,,,,,,,,false
tentoonstelling,exhibition,A2,noun,Leisure and culture,We bezoeken een tentoonstelling over dieren.,We are visiting an exhibition about animals.,,,de,tentoonstellingen,,,,,,,,,false
festival,festival,A2,noun,Leisure and culture,Het festival is in het park.,The festival is in the park.,,,het,festivals,,,,,,,,,false
publiek,audience,A2,noun,Leisure and culture,Het publiek klapt na het lied.,The audience applauds after the song.,Normally used without a plural in this meaning.,,het,,,,,,,,,,false
podium,stage,A2,noun,Leisure and culture,De zanger staat op het podium.,The singer is on the stage.,,,het,podia,,,,,,,,,false
artiest,performer / artist,A2,noun,Leisure and culture,Deze artiest speelt gitaar.,This performer plays guitar.,,,de,artiesten,,,,,,,,,false
zanger,singer,A2,noun,Leisure and culture,De zanger zingt een nieuw lied.,The singer sings a new song.,,,de,zangers,,,,,,,,,false
acteur,actor,A2,noun,Leisure and culture,Ik ken die acteur van televisie.,I know that actor from television.,,,de,acteurs,,,,,,,,,false
lied,song,A2,noun,Leisure and culture,Dit lied gaat over vriendschap.,This song is about friendship.,,,het,liederen,,,,,,,,,false
gitaar,guitar,A2,noun,Leisure and culture,Mijn zus speelt gitaar.,My sister plays guitar.,,,de,gitaren,,,,,,,,,false
piano,piano,A2,noun,Leisure and culture,Er staat een piano in de woonkamer.,There is a piano in the living room.,,,de,piano's,,,,,,,,,false
instrument,musical instrument,A2,noun,Leisure and culture,Welk instrument speel je?,Which instrument do you play?,,,het,instrumenten,,,,,,,,,false
schilderij,painting,A2,noun,Leisure and culture,Dit schilderij hangt boven de bank.,This painting hangs above the sofa.,,,het,schilderijen,,,,,,,,,false
tekening,drawing,A2,noun,Leisure and culture,Het kind geeft me een tekening.,The child gives me a drawing.,,,de,tekeningen,,,,,,,,,false
roman,novel,A2,noun,Leisure and culture,Ik lees een roman over een familie.,I am reading a novel about a family.,,,de,romans,,,,,,,,,false
tijdschrift,magazine,A2,noun,Leisure and culture,Dit tijdschrift verschijnt elke maand.,This magazine comes out every month.,,,het,tijdschriften,,,,,,,,,false
krant,newspaper,A2,noun,Leisure and culture,Mijn vader leest de krant.,My father reads the newspaper.,,,de,kranten,,,,,,,,,false
puzzel,puzzle,A2,noun,Leisure and culture,We maken samen een puzzel.,We do a puzzle together.,,,de,puzzels,,,,,,,,,false
voetbal,football (sport),A2,noun,Sports and games,Mijn broer speelt voetbal.,My brother plays football.,Normally used without a plural in this meaning.,,het,,,,,,,,,,false
tennis,tennis,A2,noun,Sports and games,We spelen tennis op zaterdag.,We play tennis on Saturdays.,Normally used without a plural in this meaning.,,het,,,,,,,,,,false
basketbal,basketball (sport),A2,noun,Sports and games,Bij basketbal speel je met twee teams.,In basketball you play with two teams.,Normally used without a plural in this meaning.,,het,,,,,,,,,,false
volleybal,volleyball (sport),A2,noun,Sports and games,Op het strand spelen we volleybal.,We play volleyball on the beach.,Normally used without a plural in this meaning.,,het,,,,,,,,,,false
hockey,hockey,A2,noun,Sports and games,Mijn dochter speelt hockey.,My daughter plays hockey.,Normally used without a plural in this meaning.,,het,,,,,,,,,,false
wedstrijd,match / competition,A2,noun,Sports and games,De wedstrijd begint om drie uur.,The match starts at three.,,,de,wedstrijden,,,,,,,,,false
speler,player,A2,noun,Sports and games,Elke speler krijgt een shirt.,Every player gets a shirt.,,,de,spelers,,,,,,,,,false
trainer,coach / trainer,A2,noun,Sports and games,De trainer geeft ons een oefening.,The coach gives us an exercise.,,,de,trainers,,,,,,,,,false
scheidsrechter,referee,A2,noun,Sports and games,De scheidsrechter fluit.,The referee blows the whistle.,,,de,scheidsrechters,,,,,,,,,false
doelpunt,goal (scored),A2,noun,Sports and games,Ons team maakt een doelpunt.,Our team scores a goal.,,,het,doelpunten,,,,,,,,,false
punt,point,A2,noun,Sports and games,We hebben één punt nodig.,We need one point.,,,het,punten,,,,,,,,,false
winnaar,winner,A2,noun,Sports and games,De winnaar krijgt een beker.,The winner receives a cup.,,,de,winnaars,,,,,,,,,false
training,training session,A2,noun,Sports and games,De training is elke woensdag.,Training is every Wednesday.,,,de,trainingen,,,,,,,,,false
sportclub,sports club,A2,noun,Sports and games,Ik ben lid van een sportclub.,I am a member of a sports club.,,,de,sportclubs,,,,,,,,,false
sportschool,gym,A2,noun,Sports and games,Zij gaat twee keer per week naar de sportschool.,She goes to the gym twice a week.,,,de,sportscholen,,,,,,,,,false
stadion,stadium,A2,noun,Sports and games,Het stadion zit helemaal vol.,The stadium is completely full.,,,het,stadions,,,,,,,,,false
veld,field / pitch,A2,noun,Sports and games,De spelers staan op het veld.,The players are on the pitch.,,,het,velden,,,,,,,,,false
net,net,A2,noun,Sports and games,De bal gaat over het net.,The ball goes over the net.,Noun net. The adverb net (just) is not a separate entry.,,het,netten,,,,,,,,,false
racket,racket,A2,noun,Sports and games,Ik leen een racket van de club.,I borrow a racket from the club.,,,het,rackets,,,,,,,,,false
dobbelsteen,die (for games),A2,noun,Sports and games,Gooi de dobbelsteen om te beginnen.,Roll the die to begin.,,,de,dobbelstenen,,,,,,,,,false
gemeente,municipality / local council,A2,noun,Services and community,Vraag het formulier bij de gemeente.,Ask the local council for the form.,,,de,gemeenten,,,,,,,,,false
gemeentehuis,town hall,A2,noun,Services and community,Het gemeentehuis is naast het plein.,The town hall is beside the square.,,,het,gemeentehuizen,,,,,,,,,false
balie,service desk,A2,noun,Services and community,Meld u bij de balie.,Report to the service desk.,,,de,balies,,,,,,,,,false
loket,service counter,A2,noun,Services and community,Het loket sluit om vijf uur.,The counter closes at five.,,,het,loketten,,,,,,,,,false
wachtrij,queue,A2,noun,Services and community,Er staat een lange wachtrij.,There is a long queue.,,,de,wachtrijen,,,,,,,,,false
nummer,number,A2,noun,Services and community,Wacht tot uw nummer verschijnt.,Wait until your number appears.,,,het,nummers,,,,,,,,,false
informatie,information,A2,noun,Services and community,Meer informatie staat op de website.,More information is on the website.,Normally used without a plural in this meaning.,,de,,,,,,,,,,false
advies,advice,A2,noun,Services and community,De medewerker geeft me advies.,The staff member gives me advice.,,,het,adviezen,,,,,,,,,false
klacht,complaint,A2,noun,Services and community,Ik heb een klacht over de bezorging.,I have a complaint about the delivery.,,,de,klachten,,,,,,,,,false
probleem,problem,A2,noun,Services and community,Er is een probleem met de betaling.,There is a problem with the payment.,,,het,problemen,,,,,,,,,false
oplossing,solution,A2,noun,Services and community,Samen zoeken we een oplossing.,Together we look for a solution.,,,de,oplossingen,,,,,,,,,false
politie,police,A2,noun,Services and community,De politie helpt bij het ongeluk.,The police help at the accident.,Normally used without a plural in this meaning.,,de,,,,,,,,,,false
brandweer,fire brigade,A2,noun,Services and community,De brandweer is snel ter plaatse.,The fire brigade arrives quickly.,Normally used without a plural in this meaning.,,de,,,,,,,,,,false
post,post / mail,A2,noun,Services and community,Er ligt post op de mat.,There is mail on the doormat.,Normally used without a plural in this meaning.,,de,,,,,,,,,,false
postzegel,postage stamp,A2,noun,Services and community,Plak een postzegel op de envelop.,Put a stamp on the envelope.,,,de,postzegels,,,,,,,,,false
envelop,envelope,A2,noun,Services and community,Het adres staat op de envelop.,The address is on the envelope.,,,de,enveloppen,,,,,,,,,false
pakket,parcel,A2,noun,Services and community,Je pakket ligt bij de buren.,Your parcel is at the neighbours'.,,,het,pakketten,,,,,,,,,false
verzekering,insurance,A2,noun,Services and community,Deze verzekering geldt ook op reis.,This insurance also covers travel.,,,de,verzekeringen,,,,,,,,,false
belasting,tax,A2,noun,Services and community,Ik betaal belasting over mijn inkomen.,I pay tax on my income.,,,de,belastingen,,,,,,,,,false
boete,fine,A2,noun,Services and community,Hij krijgt een boete voor fout parkeren.,He gets a fine for illegal parking.,,,de,boetes,,,,,,,,,false
natuur,nature,A2,noun,Landscape and animals,We genieten van de natuur.,We enjoy nature.,Normally used without a plural in this meaning.,,de,,,,,,,,,,false
bos,forest,A2,noun,Landscape and animals,Het pad loopt door het bos.,The path goes through the forest.,,,het,bossen,,,,,,,,,false
berg,mountain,A2,noun,Landscape and animals,Er ligt sneeuw op de berg.,There is snow on the mountain.,,,de,bergen,,,,,,,,,false
heuvel,hill,A2,noun,Landscape and animals,We fietsen de heuvel op.,We cycle up the hill.,,,de,heuvels,,,,,,,,,false
rivier,river,A2,noun,Landscape and animals,Deze rivier loopt door de stad.,This river runs through the city.,,,de,rivieren,,,,,,,,,false
meer,lake,A2,noun,Landscape and animals,We zwemmen in het meer.,We swim in the lake.,Noun lake. The quantifier meer (more) is not a separate entry.,,het,meren,,,,,,,,,false
eiland,island,A2,noun,Landscape and animals,We varen naar een klein eiland.,We sail to a small island.,,,het,eilanden,,,,,,,,,false
kust,coast,A2,noun,Landscape and animals,Aan de kust staat veel wind.,It is very windy on the coast.,,,de,kusten,,,,,,,,,false
duin,dune,A2,noun,Landscape and animals,Achter het duin ligt het strand.,The beach is behind the dune.,,,het,duinen,,,,,,,,,false
gras,grass,A2,noun,Landscape and animals,Het gras is nat van de regen.,The grass is wet from the rain.,Normally used without a plural in this meaning.,,het,,,,,,,,,,false
plant,plant,A2,noun,Landscape and animals,Geef de plant wat water.,Give the plant some water.,,,de,planten,,,,,,,,,false
blad,leaf / sheet,A2,noun,Landscape and animals,Er valt een blad van de boom.,A leaf falls from the tree.,"Plural bladeren for leaves. Bladen is used for sheets, magazines and some other senses.",,het,bladeren,,,,,,,,,false
tak,branch,A2,noun,Landscape and animals,De vogel zit op een tak.,The bird is sitting on a branch.,,,de,takken,,,,,,,,,false
konijn,rabbit,A2,noun,Landscape and animals,Het konijn eet een wortel.,The rabbit is eating a carrot.,,,het,konijnen,,,,,,,,,false
koe,cow,A2,noun,Landscape and animals,De koe staat in de wei.,The cow is in the meadow.,,,de,koeien,,,,,,,,,false
schaap,sheep,A2,noun,Landscape and animals,Het schaap heeft dikke wol.,The sheep has thick wool.,,,het,schapen,,,,,,,,,false
varken,pig,A2,noun,Landscape and animals,Het varken ligt in de modder.,The pig is lying in the mud.,,,het,varkens,,,,,,,,,false
eend,duck,A2,noun,Landscape and animals,De eend zwemt in de vijver.,The duck is swimming in the pond.,,,de,eenden,,,,,,,,,false
insect,insect,A2,noun,Landscape and animals,Er zit een insect op het raam.,There is an insect on the window.,,,het,insecten,,,,,,,,,false
mug,mosquito,A2,noun,Landscape and animals,Een mug heeft me gestoken.,A mosquito has bitten me.,,,de,muggen,,,,,,,,,false
lente,spring,A2,noun,Seasons and weather,In de lente bloeien de bomen.,The trees blossom in spring.,,,de,lentes,,,,,,,,,false
zomer,summer,A2,noun,Seasons and weather,Deze zomer blijven we thuis.,We are staying home this summer.,,,de,zomers,,,,,,,,,false
herfst,autumn,A2,noun,Seasons and weather,In de herfst vallen de bladeren.,The leaves fall in autumn.,,,de,herfsten,,,,,,,,,false
winter,winter,A2,noun,Seasons and weather,In de winter wordt het vroeg donker.,It gets dark early in winter.,,,de,winters,,,,,,,,,false
seizoen,season,A2,noun,Seasons and weather,Welk seizoen vind je het fijnst?,Which season do you like best?,,,het,seizoenen,,,,,,,,,false
temperatuur,temperature,A2,noun,Seasons and weather,De temperatuur is twintig graden.,The temperature is twenty degrees.,,,de,temperaturen,,,,,,,,,false
graad,degree,A2,noun,Seasons and weather,Het is vandaag één graad warmer.,It is one degree warmer today.,,,de,graden,,,,,,,,,false
storm,storm,A2,noun,Seasons and weather,Door de storm rijden er minder treinen.,Fewer trains are running because of the storm.,,,de,stormen,,,,,,,,,false
onweer,thunderstorm,A2,noun,Seasons and weather,Er komt onweer aan.,A thunderstorm is coming.,Normally used without a plural in this meaning.,,het,,,,,,,,,,false
mist,fog,A2,noun,Seasons and weather,Door de mist zie ik weinig.,I cannot see much because of the fog.,Normally used without a plural in this meaning.,,de,,,,,,,,,,false
bui,shower (rain),A2,noun,Seasons and weather,Na deze bui wordt het droog.,It will be dry after this shower.,,,de,buien,,,,,,,,,false
schaduw,shade / shadow,A2,noun,Seasons and weather,We zitten in de schaduw.,We are sitting in the shade.,,,de,schaduwen,,,,,,,,,false
lucht,air / sky,A2,noun,Seasons and weather,De lucht zit vol wolken.,The sky is full of clouds.,,,de,luchten,,,,,,,,,false
zonsopgang,sunrise,A2,noun,Seasons and weather,We staan vroeg op voor de zonsopgang.,We get up early for sunrise.,,,de,zonsopgangen,,,,,,,,,false
zonsondergang,sunset,A2,noun,Seasons and weather,De zonsondergang is prachtig.,The sunset is beautiful.,,,de,zonsondergangen,,,,,,,,,false
regenboog,rainbow,A2,noun,Seasons and weather,Na de regen zien we een regenboog.,After the rain we see a rainbow.,,,de,regenbogen,,,,,,,,,false
plas,puddle,A2,noun,Seasons and weather,Er ligt een grote plas op straat.,There is a large puddle in the street.,,,de,plassen,,,,,,,,,false
modder,mud,A2,noun,Seasons and weather,Mijn laarzen zitten onder de modder.,My boots are covered in mud.,Normally used without a plural in this meaning.,,de,,,,,,,,,,false
hitte,heat,A2,noun,Seasons and weather,Door de hitte slaap ik slecht.,I sleep badly because of the heat.,Normally used without a plural in this meaning.,,de,,,,,,,,,,false
kou,cold (low temperature),A2,noun,Seasons and weather,Trek een jas aan tegen de kou.,Put on a coat against the cold.,Normally used without a plural in this meaning.,,de,,,,,,,,,,false
afspreken,to arrange / agree to meet,A2,verb,Arranging everyday life,We spreken af bij de bibliotheek.,We arrange to meet at the library.,,,,,,irregular,true,hebben,afgesproken,,,,false
afzeggen,to cancel (an arrangement),A2,verb,Arranging everyday life,Ik moet onze afspraak afzeggen.,I have to cancel our appointment.,,,,,,irregular,true,hebben,afgezegd,,,,false
aanmelden,to register / sign up,A2,verb,Arranging everyday life,Ik meld me aan voor de cursus.,I am signing up for the course.,,,,,,regular,true,hebben,aangemeld,,,,false
afmelden,to deregister / notify absence,A2,verb,Arranging everyday life,Meld je af als je niet komt.,Let them know if you are not coming.,,,,,,regular,true,hebben,afgemeld,,,,false
aanvragen,to apply for / request,A2,verb,Arranging everyday life,Ik vraag een nieuw paspoort aan.,I am applying for a new passport.,,,,,,irregular,true,hebben,aangevraagd,,,,false
invullen,to fill in,A2,verb,Arranging everyday life,Vul je naam en adres in.,Fill in your name and address.,,,,,,regular,true,hebben,ingevuld,,,,false
ondertekenen,to sign,A2,verb,Arranging everyday life,Lees het contract voordat je het ondertekent.,Read the contract before you sign it.,,,,,,regular,false,hebben,ondertekend,,,,false
regelen,to arrange,A2,verb,Arranging everyday life,Ik regel het vervoer.,I am arranging the transport.,,,,,,regular,false,hebben,geregeld,,,,false
plannen,to plan,A2,verb,Arranging everyday life,We plannen onze vakantie.,We are planning our holiday.,,,,,,regular,false,hebben,gepland,,,,false
reserveren,to reserve,A2,verb,Arranging everyday life,Ik reserveer een tafel voor twee.,I am reserving a table for two.,,,,,,regular,false,hebben,gereserveerd,,,,false
boeken,to book,A2,verb,Arranging everyday life,We boeken een kamer voor één nacht.,We are booking a room for one night.,,,,,,regular,false,hebben,geboekt,,,,false
annuleren,to cancel,A2,verb,Arranging everyday life,Ik wil mijn reservering annuleren.,I want to cancel my reservation.,,,,,,regular,false,hebben,geannuleerd,,,,false
bevestigen,to confirm,A2,verb,Arranging everyday life,Kunt u de afspraak per e-mail bevestigen?,Could you confirm the appointment by email?,,,,,,regular,false,hebben,bevestigd,,,,false
wijzigen,to change / amend,A2,verb,Arranging everyday life,Ik wil mijn adres wijzigen.,I want to change my address.,,,,,,regular,false,hebben,gewijzigd,,,,false
controleren,to check,A2,verb,Arranging everyday life,Controleer het nummer op de bon.,Check the number on the receipt.,,,,,,regular,false,hebben,gecontroleerd,,,,false
herhalen,to repeat,A2,verb,Arranging everyday life,Kunt u dat herhalen?,Could you repeat that?,,,,,,regular,false,hebben,herhaald,,,,false
uitleggen,to explain,A2,verb,Arranging everyday life,De docent legt de regel uit.,The teacher explains the rule.,,,,,,regular,true,hebben,uitgelegd,,,,false
opschrijven,to write down,A2,verb,Arranging everyday life,Schrijf het telefoonnummer op.,Write down the telephone number.,,,,,,irregular,true,hebben,opgeschreven,,,,false
onthouden,to remember / retain,A2,verb,Arranging everyday life,Ik kan je naam goed onthouden.,I can remember your name easily.,,,,,,irregular,false,hebben,onthouden,,,,false
herinneren,to remember / remind,A2,verb,Arranging everyday life,Ik herinner me die vakantie goed.,I remember that holiday well.,,,,,,regular,false,hebben,herinnerd,,,,false
schoonmaken,to clean,A2,verb,Home and household,Ik maak de badkamer schoon.,I am cleaning the bathroom.,,,,,,regular,true,hebben,schoongemaakt,,,,false
opruimen,to tidy up,A2,verb,Home and household,Ruim je kamer op.,Tidy your room.,,,,,,regular,true,hebben,opgeruimd,,,,false
stofzuigen,to vacuum,A2,verb,Home and household,Op zaterdag stofzuig ik de woonkamer.,On Saturdays I vacuum the living room.,,,,,,regular,false,hebben,gestofzuigd,,,,false
vegen,to sweep,A2,verb,Home and household,Ik veeg de vloer.,I am sweeping the floor.,,,,,,regular,false,hebben,geveegd,,,,false
dweilen,to mop,A2,verb,Home and household,We dweilen de keuken.,We are mopping the kitchen.,,,,,,regular,false,hebben,gedweild,,,,false
afwassen,to wash up,A2,verb,Home and household,Jij kookt en ik was af.,You cook and I wash up.,,,,,,irregular,true,hebben,afgewassen,,,,false
afdrogen,to dry (with a towel),A2,verb,Home and household,Droog de borden af.,Dry the plates.,,,,,,regular,true,hebben,afgedroogd,,,,false
drogen,to dry,A2,verb,Home and household,De was droogt buiten.,The laundry dries outside.,Auxiliary depends on construction: hebben often for an activity or transitive use; zijn for direction or a change of state.,,,,,regular,false,hebben / zijn,gedroogd,,,,false
strijken,to iron,A2,verb,Home and household,Ik strijk mijn overhemd.,I am ironing my shirt.,,,,,,irregular,false,hebben,gestreken,,,,false
ophangen,to hang up,A2,verb,Home and household,Hang je jas op.,Hang up your coat.,,,,,,irregular,true,hebben,opgehangen,,,,false
vouwen,to fold,A2,verb,Home and household,Ik vouw de handdoeken.,I am folding the towels.,"Mixed pattern: vouwde, gevouwen. Marked irregular because of the participle.",,,,,irregular,false,hebben,gevouwen,,,,false
sorteren,to sort,A2,verb,Home and household,Sorteer de was op kleur.,Sort the laundry by colour.,,,,,,regular,false,hebben,gesorteerd,,,,false
weggooien,to throw away,A2,verb,Home and household,Gooi oud papier in deze bak.,Throw waste paper in this bin.,,,,,,regular,true,hebben,weggegooid,,,,false
bewaren,to keep / store,A2,verb,Home and household,Bewaar de bon goed.,Keep the receipt safe.,,,,,,regular,false,hebben,bewaard,,,,false
verhuizen,to move house,A2,verb,Home and household,We verhuizen volgende maand.,We are moving house next month.,,,,,,regular,false,zijn,verhuisd,,,,false
huren,to rent,A2,verb,Home and household,We huren een appartement.,We rent an apartment.,,,,,,regular,false,hebben,gehuurd,,,,false
verhuren,to rent out,A2,verb,Home and household,Zij verhuurt een kamer.,She rents out a room.,,,,,,regular,false,hebben,verhuurd,,,,false
repareren,to repair,A2,verb,Home and household,De monteur repareert de kraan.,The plumber repairs the tap.,,,,,,regular,false,hebben,gerepareerd,,,,false
vervangen,to replace,A2,verb,Home and household,Ik vervang de lege batterij.,I am replacing the flat battery.,,,,,,irregular,false,hebben,vervangen,,,,false
schilderen,to paint,A2,verb,Home and household,We schilderen de muur wit.,We are painting the wall white.,,,,,,regular,false,hebben,geschilderd,,,,false
snijden,to cut,A2,verb,Cooking and shopping,Snijd de ui in kleine stukjes.,Cut the onion into small pieces.,,,,,,irregular,false,hebben,gesneden,,,,false
schillen,to peel,A2,verb,Cooking and shopping,Ik schil de aardappelen.,I am peeling the potatoes.,,,,,,regular,false,hebben,geschild,,,,false
roeren,to stir,A2,verb,Cooking and shopping,Roer de soep even.,Stir the soup for a moment.,,,,,,regular,false,hebben,geroerd,,,,false
mengen,to mix,A2,verb,Cooking and shopping,Meng de olie met de azijn.,Mix the oil with the vinegar.,,,,,,regular,false,hebben,gemengd,,,,false
proeven,to taste (try food),A2,verb,Cooking and shopping,Proef de saus even.,Taste the sauce.,,,,,,regular,false,hebben,geproefd,,,,false
smaken,to taste (have a flavour),A2,verb,Cooking and shopping,De soep smaakt goed.,The soup tastes good.,,,,,,regular,false,hebben,gesmaakt,,,,false
ruiken,to smell,A2,verb,Cooking and shopping,Ik ruik vers brood.,I can smell fresh bread.,,,,,,irregular,false,hebben,geroken,,,,false
lusten,to like (food),A2,verb,Cooking and shopping,Lust je spinazie?,Do you like spinach?,,,,,,regular,false,hebben,gelust,,,,false
bestellen,to order,A2,verb,Cooking and shopping,We bestellen twee koppen koffie.,We order two cups of coffee.,,,,,,regular,false,hebben,besteld,,,,false
serveren,to serve (food),A2,verb,Cooking and shopping,Ze serveren hier verse vis.,They serve fresh fish here.,,,,,,regular,false,hebben,geserveerd,,,,false
opwarmen,to heat up,A2,verb,Cooking and shopping,Ik warm de soep op.,I am heating up the soup.,,,,,,regular,true,hebben,opgewarmd,,,,false
afkoelen,to cool down,A2,verb,Cooking and shopping,Laat de taart eerst afkoelen.,Let the cake cool first.,Auxiliary depends on construction: hebben often for an activity or transitive use; zijn for direction or a change of state.,,,,,regular,true,hebben / zijn,afgekoeld,,,,false
wegen,to weigh,A2,verb,Cooking and shopping,Weeg de appels bij de kassa.,Weigh the apples at the checkout.,,,,,,irregular,false,hebben,gewogen,,,,false
meten,to measure,A2,verb,Cooking and shopping,Ik meet de lengte van de tafel.,I measure the length of the table.,,,,,,irregular,false,hebben,gemeten,,,,false
passen,to fit / try on,A2,verb,Cooking and shopping,Mag ik deze jas passen?,May I try on this coat?,,,,,,regular,false,hebben,gepast,,,,false
ruilen,to exchange,A2,verb,Cooking and shopping,Kan ik deze broek ruilen?,Can I exchange these trousers?,,,,,,regular,false,hebben,geruild,,,,false
terugbrengen,to take back / return,A2,verb,Cooking and shopping,Ik breng de schoenen terug.,I am taking the shoes back.,,,,,,irregular,true,hebben,teruggebracht,,,,false
verkopen,to sell,A2,verb,Cooking and shopping,De winkel verkoopt ook fietsen.,The shop also sells bicycles.,,,,,,irregular,false,hebben,verkocht,,,,false
pinnen,to pay by debit card / withdraw cash,A2,verb,Cooking and shopping,Kan ik hier pinnen?,Can I pay by debit card here?,,,,,,regular,false,hebben,gepind,,,,false
sparen,to save (money),A2,verb,Cooking and shopping,Ik spaar voor een nieuwe fiets.,I am saving for a new bicycle.,,,,,,regular,false,hebben,gespaard,,,,false
vertrekken,to depart,A2,verb,Travel and getting around,De trein vertrekt over vijf minuten.,The train leaves in five minutes.,,,,,,irregular,false,zijn,vertrokken,,,,false
aankomen,to arrive,A2,verb,Travel and getting around,We komen om twaalf uur aan.,We arrive at twelve.,,,,,,irregular,true,zijn,aangekomen,,,,false
instappen,to get in / board,A2,verb,Travel and getting around,Stap vooraan in de bus in.,Board the bus at the front.,,,,,,regular,true,zijn,ingestapt,,,,false
uitstappen,to get out / alight,A2,verb,Travel and getting around,We stappen bij het museum uit.,We get off at the museum.,,,,,,regular,true,zijn,uitgestapt,,,,false
overstappen,to change (transport),A2,verb,Travel and getting around,Je moet in Utrecht overstappen.,You have to change in Utrecht.,,,,,,regular,true,zijn,overgestapt,,,,false
oversteken,to cross,A2,verb,Travel and getting around,Steek over bij het verkeerslicht.,Cross at the traffic lights.,,,,,,irregular,true,zijn,overgestoken,,,,false
parkeren,to park,A2,verb,Travel and getting around,Je mag hier niet parkeren.,You may not park here.,,,,,,regular,false,hebben,geparkeerd,,,,false
tanken,to refuel,A2,verb,Travel and getting around,We tanken voor de lange rit.,We fill up before the long drive.,,,,,,regular,false,hebben,getankt,,,,false
remmen,to brake,A2,verb,Travel and getting around,Rem op tijd voor de bocht.,Brake in time for the bend.,,,,,,regular,false,hebben,geremd,,,,false
volgen,to follow,A2,verb,Travel and getting around,Volg de borden naar het centrum.,Follow the signs to the centre.,,,,,,regular,false,hebben,gevolgd,,,,false
missen,to miss,A2,verb,Travel and getting around,Ik heb de bus gemist.,I have missed the bus.,,,,,,regular,false,hebben,gemist,,,,false
verdwalen,to get lost,A2,verb,Travel and getting around,We zijn in de stad verdwaald.,We got lost in the city.,,,,,,regular,false,zijn,verdwaald,,,,false
terugkomen,to come back,A2,verb,Travel and getting around,Wanneer kom je terug?,When are you coming back?,,,,,,irregular,true,zijn,teruggekomen,,,,false
meenemen,to take along,A2,verb,Travel and getting around,Neem je paspoort mee.,Take your passport with you.,,,,,,irregular,true,hebben,meegenomen,,,,false
ophalen,to pick up / collect,A2,verb,Travel and getting around,Ik haal je bij het station op.,I will pick you up at the station.,,,,,,regular,true,hebben,opgehaald,,,,false
inchecken,to check in,A2,verb,Travel and getting around,We checken online in.,We check in online.,,,,,,regular,true,hebben,ingecheckt,,,,false
uitchecken,to check out,A2,verb,Travel and getting around,We moeten voor elf uur uitchecken.,We have to check out before eleven.,,,,,,regular,true,hebben,uitgecheckt,,,,false
varen,to sail / travel by boat,A2,verb,Travel and getting around,We varen naar het eiland.,We sail to the island.,Auxiliary depends on construction: hebben often for an activity or transitive use; zijn for direction or a change of state.,,,,,irregular,false,hebben / zijn,gevaren,,,,false
kamperen,to camp,A2,verb,Travel and getting around,Deze zomer kamperen we bij zee.,This summer we are camping by the sea.,,,,,,regular,false,hebben,gekampeerd,,,,false
overnachten,to stay overnight,A2,verb,Travel and getting around,We overnachten in een klein hotel.,We stay overnight in a small hotel.,"Inseparable: overnachtte, overnacht (no ge- prefix).",,,,,regular,false,hebben,overnacht,,,,false
mailen,to email,A2,verb,Communication,Ik mail je de informatie.,I will email you the information.,,,,,,regular,false,hebben,gemaild,,,,false
appen,to send a chat message,A2,verb,Communication,App me als je er bent.,Message me when you arrive.,,,,,,regular,false,hebben,geappt,,,,false
typen,to type,A2,verb,Communication,Typ je wachtwoord in het vak.,Type your password in the box.,,,,,,regular,false,hebben,getypt,,,,false
printen,to print,A2,verb,Communication,Kun je dit formulier printen?,Can you print this form?,,,,,,regular,false,hebben,geprint,,,,false
kopiëren,to copy,A2,verb,Communication,Ik kopieer de tekst.,I copy the text.,,,,,,regular,false,hebben,gekopieerd,,,,false
delen,to share,A2,verb,Communication,We delen de foto's met familie.,We share the photos with family.,,,,,,regular,false,hebben,gedeeld,,,,false
downloaden,to download,A2,verb,Communication,Ik download het bestand.,I download the file.,,,,,,regular,false,hebben,gedownload,,,,false
uploaden,to upload,A2,verb,Communication,Upload een duidelijke foto.,Upload a clear photo.,,,,,,regular,false,hebben,geüpload,,,,false
opslaan,to save (a file),A2,verb,Communication,Sla het bestand eerst op.,Save the file first.,,,,,,irregular,true,hebben,opgeslagen,,,,false
verwijderen,to remove / delete,A2,verb,Communication,Ik verwijder een oud bericht.,I delete an old message.,,,,,,regular,false,hebben,verwijderd,,,,false
inloggen,to log in,A2,verb,Communication,Log in met je e-mailadres.,Log in with your email address.,,,,,,regular,true,hebben,ingelogd,,,,false
uitloggen,to log out,A2,verb,Communication,Vergeet niet uit te loggen.,Do not forget to log out.,,,,,,regular,true,hebben,uitgelogd,,,,false
