dutch,english,cefr_level,word_type,topic,example_dutch,example_english,notes,tags,article,plural,diminutive,regularity,separable,auxiliary,past_participle,inflected,comparative,superlative,is_sample
infectie,infection,B1,noun,"Nature, health and everyday change",De arts onderzocht of er sprake was van een infectie.,The doctor checked whether there was an infection.,,B1;production,de,infecties,infectietje,,,,,,,,false
klimaat,climate,B1,noun,"Nature, health and everyday change",Het klimaat beïnvloedt welke gewassen hier groeien.,The climate affects which crops grow here.,,B1;production,het,klimaten,klimaatje,,,,,,,,false
klimaatverandering,climate change,B1,noun,"Nature, health and everyday change",Klimaatverandering heeft gevolgen voor onze waterhuishouding.,Climate change has consequences for our water management.,,B1;production,de,klimaatveranderingen,,,,,,,,,false
leefgebied,habitat; home range,B1,noun,"Nature, health and everyday change",Dit natuurgebied is het leefgebied van veel vogels.,This nature reserve is home to many birds.,,B1;production,het,leefgebieden,leefgebiedje,,,,,,,,false
leefomgeving,living environment,B1,noun,"Nature, health and everyday change",Meer groen maakt de leefomgeving prettiger.,More greenery makes the living environment more pleasant.,,B1;production,de,leefomgevingen,leefomgevinkje,,,,,,,,false
leefstijl,lifestyle,B1,noun,"Nature, health and everyday change",Hij probeert stap voor stap zijn leefstijl te veranderen.,He is trying to change his lifestyle step by step.,,B1;production,de,leefstijlen,leefstijltje,,,,,,,,false
levensduur,lifespan; service life,B1,noun,"Nature, health and everyday change",Goed onderhoud verlengt de levensduur van het apparaat.,Proper maintenance extends the device's service life.,,B1;production,de,levensduren,levensduurtje,,,,,,,,false
milieuvervuiling,environmental pollution,B1,noun,"Nature, health and everyday change",Minder wegwerpplastic helpt milieuvervuiling te beperken.,Less single-use plastic helps limit environmental pollution.,No usual plural in this sense.,B1;production,de,,,,,,,,,,false
natuurgebied,nature reserve; natural area,B1,noun,"Nature, health and everyday change",In dit natuurgebied moet de hond aan de lijn.,Dogs must be kept on a lead in this nature reserve.,,B1;production,het,natuurgebieden,natuurgebiedje,,,,,,,,false
neerslag,precipitation; rainfall,B1,noun,"Nature, health and everyday change",Voor morgen wordt veel neerslag verwacht.,A lot of rain is expected tomorrow.,,B1;production,de,neerslagen,neerslagje,,,,,,,,false
noodgeval,emergency,B1,noun,"Nature, health and everyday change",In een noodgeval kun je direct hulp inschakelen.,"In an emergency, you can call for help immediately.",,B1;production,het,noodgevallen,,,,,,,,,false
ontspanning,relaxation,B1,noun,"Nature, health and everyday change",Voor ontspanning lees ik graag een boek.,I enjoy reading a book to relax.,,B1;production,de,ontspanningen,ontspanninkje,,,,,,,,false
overstroming,flood,B1,noun,"Nature, health and everyday change",Na de overstroming moesten bewoners tijdelijk verhuizen.,"After the flood, residents had to move temporarily.",,B1;production,de,overstromingen,overstrominkje,,,,,,,,false
preventie,prevention,B1,noun,"Nature, health and everyday change",De voorlichting richt zich op de preventie van ongevallen.,The information campaign focuses on preventing accidents.,,B1;production,de,preventies,,,,,,,,,false
recycling,recycling,B1,noun,"Nature, health and everyday change",Door recycling krijgen materialen een nieuw leven.,Recycling gives materials a new life.,,B1;production,de,recyclings,,,,,,,,,false
rustpauze,rest break,B1,noun,"Nature, health and everyday change",Na een uur wandelen namen we een korte rustpauze.,"After an hour of walking, we took a short rest break.",,B1;production,de,rustpauzes,,,,,,,,,false
slaaptekort,lack of sleep,B1,noun,"Nature, health and everyday change",Door slaaptekort kon ik me moeilijk concentreren.,I found it difficult to concentrate because of a lack of sleep.,,B1;production,het,slaaptekorten,,,,,,,,,false
slachtoffer,victim,B1,noun,"Nature, health and everyday change",De omstanders boden het slachtoffer hulp aan.,The bystanders offered the victim help.,,B1;production,het,slachtoffers,slachtoffertje,,,,,,,,false
symptoom,symptom,B1,noun,"Nature, health and everyday change",De arts vroeg wanneer het eerste symptoom was begonnen.,The doctor asked when the first symptom had started.,,B1;production,het,symptomen,symptoompje,,,,,,,,false
uitstoot,emissions,B1,noun,"Nature, health and everyday change",Elektrische bussen verminderen de plaatselijke uitstoot.,Electric buses reduce local emissions.,,B1;production,de,uitstoten,uitstootje,,,,,,,,false
verbruik,consumption; usage,B1,noun,"Nature, health and everyday change",Je kunt het verbruik van elektriciteit online volgen.,You can monitor your electricity usage online.,No usual plural in this sense.,B1;production,het,,,,,,,,,,false
vermoeidheid,fatigue; tiredness,B1,noun,"Nature, health and everyday change",Door de vermoeidheid ging ze vroeg naar bed.,She went to bed early because she was tired.,,B1;production,de,vermoeidheden,vermoeidheidje,,,,,,,,false
vervuiling,pollution; contamination,B1,noun,"Nature, health and everyday change",De vervuiling van de rivier wordt onderzocht.,The pollution of the river is being investigated.,,B1;production,de,vervuilingen,vervuilinkje,,,,,,,,false
voeding,nutrition; food,B1,noun,"Nature, health and everyday change",Gevarieerde voeding is voor haar belangrijk.,A varied diet is important to her.,,B1;production,de,voedingen,voedinkje,,,,,,,,false
voedselverspilling,food waste,B1,noun,"Nature, health and everyday change",Met een boodschappenlijst kun je voedselverspilling beperken.,A shopping list can help reduce food waste.,,B1;production,de,voedselverspillingen,,,,,,,,,false
voorzorg,precaution,B1,noun,"Nature, health and everyday change",Uit voorzorg namen we extra water mee.,We took extra water as a precaution.,,B1;production,de,voorzorgen,voorzorgje,,,,,,,,false
waterpeil,water level,B1,noun,"Nature, health and everyday change",Na de regen steeg het waterpeil snel.,"After the rain, the water level rose quickly.",,B1;production,het,waterpeilen,,,,,,,,,false
weerbericht,weather forecast,B1,noun,"Nature, health and everyday change",Volgens het weerbericht blijft het vanmiddag droog.,"According to the forecast, it will stay dry this afternoon.",,B1;production,het,weerberichten,weerberichtje,,,,,,,,false
weersomstandigheid,weather condition,B1,noun,"Nature, health and everyday change",Door slechte weersomstandigheden werd de wedstrijd afgelast.,The match was cancelled because of poor weather conditions.,,B1;production,de,weersomstandigheden,,,,,,,,,false
welzijn,well-being,B1,noun,"Nature, health and everyday change",De school besteedt aandacht aan het welzijn van de leerlingen.,The school pays attention to the pupils' well-being.,No usual plural in this sense.,B1;production,het,,,,,,,,,,false
windkracht,wind force,B1,noun,"Nature, health and everyday change",Bij deze windkracht blijven de kleine boten in de haven.,"With winds this strong, the small boats stay in the harbour.",,B1;production,de,windkrachten,windkrachtje,,,,,,,,false
zorgverlener,healthcare provider,B1,noun,"Nature, health and everyday change",Bespreek veranderingen in je klachten met je zorgverlener.,Discuss changes in your symptoms with your healthcare provider.,,B1;production,de,zorgverleners,zorgverlenertje,,,,,,,,false
aanleg,construction,B1,noun,"People, objects and abstract concepts",De aanleg van een autoweg zal bijdragen aan de groei van de voorsteden.,The construction of a highway will contribute to the growth of the suburbs.,"No usual plural in this sense. Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/aanleg#Dutch. Example: Elsofie (Dutch, https://tatoeba.org/en/sentences/show/8191514) and CK (English, https://tatoeba.org/en/sentences/show/21073); CC BY 2.0 FR.",B1;production,de,,,,,,,,,,false
advocaat,"attorney, lawyer",B1,noun,"People, objects and abstract concepts",Het was de bedoeling dat Tom onze advocaat zou zijn.,It was intended that Tom would be our lawyer.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/advocaat#Dutch. Example: megamanenm (Dutch, https://tatoeba.org/en/sentences/show/10732032) and megamanenm (English, https://tatoeba.org/en/sentences/show/10732034); CC BY 2.0 FR.",B1;production,de,advocaten,advocaatje,,,,,,,,false
album,album,B1,noun,"People, objects and abstract concepts",Ik kan niet wachten tot Mary haar nieuwste album onthult.,I can't wait for Mary to unveil her newest album.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/album#Dutch. Example: doemaar14 (Dutch, https://tatoeba.org/en/sentences/show/13772227) and nana2capriccio (English, https://tatoeba.org/en/sentences/show/12457400); CC BY 2.0 FR.",B1;production,het,albums,albumpje,,,,,,,,false
alternatief,alternative,B1,noun,"People, objects and abstract concepts",Vijf jaar zonder veranderingen is geen alternatief.,Five years without changes is not an alternative.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/alternatief#Dutch. Example: Mandalay (Dutch, https://tatoeba.org/en/sentences/show/6088774) and SunnyMoon (English, https://tatoeba.org/en/sentences/show/11171527); CC BY 2.0 FR.",B1;production,het,alternatieven,alternatiefje,,,,,,,,false
app,app,B1,noun,"People, objects and abstract concepts",Deze app meldt je automatisch aan wanneer je hem opent.,This app automatically signs you in when you open it.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/app#Dutch. Example: Micsmithel (Dutch, https://tatoeba.org/en/sentences/show/7044962) and darinmex (English, https://tatoeba.org/en/sentences/show/1693325); CC BY 2.0 FR.",B1;production,de,apps,appje,,,,,,,,false
apparaat,"apparatus, device",B1,noun,"People, objects and abstract concepts",Dit apparaat waarschuwt je als je je rijstrook verlaat.,This device will warn you when you leave your lane.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/apparaat#Dutch. Example: MarijnKp (Dutch, https://tatoeba.org/en/sentences/show/8011421) and MarijnKp (English, https://tatoeba.org/en/sentences/show/9357267); CC BY 2.0 FR.",B1;production,het,apparaten,apparaatje,,,,,,,,false
architectuur,architecture,B1,noun,"People, objects and abstract concepts",Valencia is beroemd om zijn opmerkelijke architectuur.,Valencia is famous for its unusual architecture.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/architectuur#Dutch. Example: Citrine (Dutch, https://tatoeba.org/en/sentences/show/1020971) and CM (English, https://tatoeba.org/en/sentences/show/1020963); CC BY 2.0 FR.",B1;production,de,architecturen,,,,,,,,,false
armoede,poverty,B1,noun,"People, objects and abstract concepts",De armoede had hem geleerd op eigen benen te staan.,Poverty had taught him to stand on his own feet.,"No usual plural in this sense. Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/armoede#Dutch. Example: simonbr (Dutch, https://tatoeba.org/en/sentences/show/813538) and CM (English, https://tatoeba.org/en/sentences/show/318538); CC BY 2.0 FR.",B1;production,de,,,,,,,,,,false
assistent,"assistant, person who assists, aid",B1,noun,"People, objects and abstract concepts",Ik heb een assistent nodig die Frans spreekt.,I need an assistant who speaks French.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/assistent#Dutch. Example: Mikedebie (Dutch, https://tatoeba.org/en/sentences/show/4811000) and CK (English, https://tatoeba.org/en/sentences/show/4809265); CC BY 2.0 FR.",B1;production,de,assistenten,assistentje,,,,,,,,false
bedreiging,"threat, menace",B1,noun,"People, objects and abstract concepts",De atoombom is een grote bedreiging voor de mensheid.,The atomic bomb is a great threat to humanity.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/bedreiging#Dutch. Example: Vulgaris (Dutch, https://tatoeba.org/en/sentences/show/846621) and AlanF_US (English, https://tatoeba.org/en/sentences/show/4398635); CC BY 2.0 FR.",B1;production,de,bedreigingen,bedreiginkje,,,,,,,,false
beeld,image,B1,noun,"People, objects and abstract concepts",De beelden die als bewijs werden aangevoerd bleken vervalst.,The images that were used as proof turned out to be faked.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/beeld#Dutch. Example from the same Wiktionary entry (CC BY-SA 4.0).",B1;production,het,beelden,beeldje,,,,,,,,false
behoud,"preservation, conserving, conservation",B1,noun,"People, objects and abstract concepts",Hij was verantwoordelijk voor het behoud van de tempel.,He was in charge of the conservation of the temple.,"No usual plural in this sense. Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/behoud#Dutch. Example: carlosalberto (Dutch, https://tatoeba.org/en/sentences/show/13090997) and carlosalberto (English, https://tatoeba.org/en/sentences/show/13090957); CC BY 2.0 FR.",B1;production,het,,,,,,,,,,false
beschrijving,description,B1,noun,"People, objects and abstract concepts",Kan je me een korte beschrijving van de dief geven?,Can you give me a brief description of the thief?,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/beschrijving#Dutch. Example: Raizin (Dutch, https://tatoeba.org/en/sentences/show/4516358) and CK (English, https://tatoeba.org/en/sentences/show/44943); CC BY 2.0 FR.",B1;production,de,beschrijvingen,beschrijvinkje,,,,,,,,false
bestand,"archive, file",B1,noun,"People, objects and abstract concepts",In welke map hebben jullie het bestand opgeslagen?,In which folder did you save the file?,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/bestand#Dutch. Example: Micsmithel (Dutch, https://tatoeba.org/en/sentences/show/7682570) and Zifre (English, https://tatoeba.org/en/sentences/show/5975); CC BY 2.0 FR.",B1;production,het,bestanden,bestandje,,,,,,,,false
beurt,turn shared in sequence with others),B1,noun,"People, objects and abstract concepts",Ze stonden in de rij te wachten op hun beurt.,"They stood in line, waiting their turn.","Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/beurt#Dutch. Example: Citrine (Dutch, https://tatoeba.org/en/sentences/show/3037198) and sharptoothed (English, https://tatoeba.org/en/sentences/show/3022337); CC BY 2.0 FR.",B1;production,de,beurten,beurtje,,,,,,,,false
beveiliging,"protection, security",B1,noun,"People, objects and abstract concepts","Blijf daar niet zo staan, bel de beveiliging!",Don't just stand there. Call security.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/beveiliging#Dutch. Example: wezy (Dutch, https://tatoeba.org/en/sentences/show/2247277) and CK (English, https://tatoeba.org/en/sentences/show/1860459); CC BY 2.0 FR.",B1;production,de,beveiligingen,beveiligingetje,,,,,,,,false
bezit,possession,B1,noun,"People, objects and abstract concepts",Portugal heeft het bezit van verdovende middelen voor persoonlijk gebruik gedecriminaliseerd.,Portugal has decriminalized the possession of drugs for personal use.,"No usual plural in this sense. Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/bezit#Dutch. Example: Elsofie (Dutch, https://tatoeba.org/en/sentences/show/8091417) and Dejo (English, https://tatoeba.org/en/sentences/show/2485020); CC BY 2.0 FR.",B1;production,het,,,,,,,,,,false
bezwaar,objection,B1,noun,"People, objects and abstract concepts",We hebben er geen bezwaar tegen dat je je bij onze club aansluit.,We have no objection to you joining our club.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/bezwaar#Dutch. Example: Elsofie (Dutch, https://tatoeba.org/en/sentences/show/8221836) and Nylez (English, https://tatoeba.org/en/sentences/show/8962116); CC BY 2.0 FR.",B1;production,het,bezwaren,bezwaartje,,,,,,,,false
bouw,construction of buildings,B1,noun,"People, objects and abstract concepts",De bouw van de kathedraal duurde vier jaar.,Construction of the cathedral went on for four years.,"No usual plural in this sense. Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/bouw#Dutch. Example: martinod (Dutch, https://tatoeba.org/en/sentences/show/6964845) and sundown (English, https://tatoeba.org/en/sentences/show/9440242); CC BY 2.0 FR.",B1;production,de,,,,,,,,,,false
budget,budget,B1,noun,"People, objects and abstract concepts",We hebben een budget nodig voor ons gezin.,We need a budget for our family.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/budget#Dutch. Example: Elsofie (Dutch, https://tatoeba.org/en/sentences/show/8300225) and Source_VOA (English, https://tatoeba.org/en/sentences/show/680441); CC BY 2.0 FR.",B1;production,het,budgetten / budgets,budgetje,,,,,,,,false
camera,camera,B1,noun,"People, objects and abstract concepts",Kun je me laten zien hoe je deze camera gebruikt?,Will you show me how to use this camera?,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/camera#Dutch. Example: Citrine (Dutch, https://tatoeba.org/en/sentences/show/1478160) and CK (English, https://tatoeba.org/en/sentences/show/1474157); CC BY 2.0 FR.",B1;production,de,camera's,cameraatje,,,,,,,,false
cliënt,"client, customer",B1,noun,"People, objects and abstract concepts",Het werk van een advocaat is om te bewijzen dat zijn cliënt onschuldig is.,The job of a lawyer is to prove his client is innocent.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/cli%C3%ABnt#Dutch. Example: Nylez (Dutch, https://tatoeba.org/en/sentences/show/10028322) and rul (English, https://tatoeba.org/en/sentences/show/12665251); CC BY 2.0 FR.",B1;production,de,cliënten,cliëntje,,,,,,,,false
context,context,B1,noun,"People, objects and abstract concepts",Is de context echt nodig om de subjunctief te begrijpen?,Is context really necessary to understand the subjunctive?,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/context#Dutch. Example: Mandalay (Dutch, https://tatoeba.org/en/sentences/show/6105315) and sacredceltic (English, https://tatoeba.org/en/sentences/show/478728); CC BY 2.0 FR.",B1;production,de,contexten,,,,,,,,,false
dagblad,daily newspaper,B1,noun,"People, objects and abstract concepts",De oplage van dagbladen is afgelopen jaar verder afgenomen.,The distribution of dailies has decreased further over the past year.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/dagblad#Dutch. Example from the same Wiktionary entry (CC BY-SA 4.0).",B1;production,het,dagbladen,dagblaadje,,,,,,,,false
definitie,definition,B1,noun,"People, objects and abstract concepts",Volgens de wetenschappelijke definitie van het woord zijn alle vogels dinosaurussen.,"According to the scientific definition of the word, all birds are dinosaurs.","Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/definitie#Dutch. Example: Raizin (Dutch, https://tatoeba.org/en/sentences/show/7549347) and SunnyMoon (English, https://tatoeba.org/en/sentences/show/11164908); CC BY 2.0 FR.",B1;production,de,definities,definitietje,,,,,,,,false
diefstal,theft,B1,noun,"People, objects and abstract concepts",Hoe geef ik een diefstal aan?,How do I report a theft?,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/diefstal#Dutch. Example: kroeckx (Dutch, https://tatoeba.org/en/sentences/show/13761780) and CK (English, https://tatoeba.org/en/sentences/show/279865); CC BY 2.0 FR.",B1;production,de,diefstallen,diefstalletje,,,,,,,,false
document,document,B1,noun,"People, objects and abstract concepts",Onderteken het document niet zonder dat u het gelezen hebt.,Don't sign the document without having read it.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/document#Dutch. Example: doemaar14 (Dutch, https://tatoeba.org/en/sentences/show/13624705) and araneo (English, https://tatoeba.org/en/sentences/show/13622715); CC BY 2.0 FR.",B1;production,het,documenten,documentje,,,,,,,,false
eenheid,unity,B1,noun,"People, objects and abstract concepts",Hij sprak over de eenheid van de partij.,He spoke about the unity of the party.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/eenheid#Dutch. Example: Tom9358 (Dutch, https://tatoeba.org/en/sentences/show/13640663) and Tom9358 (English, https://tatoeba.org/en/sentences/show/13640667); CC BY 2.0 FR.",B1;production,de,eenheden,eenheidje,,,,,,,,false
eeuw,"century, 100 years",B1,noun,"People, objects and abstract concepts",100 jaar wordt een eeuw genoemd.,One hundred years is called a century.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/eeuw#Dutch. Example: MarijnKp (Dutch, https://tatoeba.org/en/sentences/show/7462445) and shanghainese (English, https://tatoeba.org/en/sentences/show/1697713); CC BY 2.0 FR.",B1;production,de,eeuwen,eeuwtje,,,,,,,,false
eigendom,ownership,B1,noun,"People, objects and abstract concepts",Ze hebben jarenlang de eigendom van het land betwist.,They disputed the ownership of the land for years.,"No usual plural in this sense. Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/eigendom#Dutch. Example: Micsmithel (Dutch, https://tatoeba.org/en/sentences/show/7041608) and CK (English, https://tatoeba.org/en/sentences/show/306334); CC BY 2.0 FR.",B1;production,de,,,,,,,,,,false
excuus,"excuse, apology, explanation to avoid or alleviate guilt or negative judgement",B1,noun,"People, objects and abstract concepts",Hij kwam niet. Zijn excuus was dat hij ziek was.,He didn't come. His excuse was that he was sick.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/excuus#Dutch. Example: Aubrey (Dutch, https://tatoeba.org/en/sentences/show/4300301) and AlanF_US (English, https://tatoeba.org/en/sentences/show/4297028); CC BY 2.0 FR.",B1;production,het,excusen / excuses,excuusje,,,,,,,,false
expert,expert,B1,noun,"People, objects and abstract concepts",Tom is een expert in het opruimen van bommen.,Tom is a bomb disposal expert.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/expert#Dutch. Example: MarijnKp (Dutch, https://tatoeba.org/en/sentences/show/7717494) and Hybrid (English, https://tatoeba.org/en/sentences/show/6549888); CC BY 2.0 FR.",B1;production,de,experts / experten,expertje,,,,,,,,false
fase,"phase, stage",B1,noun,"People, objects and abstract concepts",De adolescentie is de fase tussen de puberteit en overspel.,Adolescence is the stage between puberty and adultery.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/fase#Dutch. Example: carlosalberto (Dutch, https://tatoeba.org/en/sentences/show/13570781) and carlosalberto (English, https://tatoeba.org/en/sentences/show/3149533); CC BY 2.0 FR.",B1;production,de,fasen / fases,fasetje,,,,,,,,false
figuur,"figure, shape",B1,noun,"People, objects and abstract concepts",Bill is nog steeds een legendarische figuur in dit bedrijf.,Bill is still a legendary figure in this company.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/figuur#Dutch. Example: simonbr (Dutch, https://tatoeba.org/en/sentences/show/8537919) and CP (English, https://tatoeba.org/en/sentences/show/34550); CC BY 2.0 FR.",B1;production,het,figuren,figuurtje,,,,,,,,false
focus,focus,B1,noun,"People, objects and abstract concepts",Zij plaatste een convexe lens op de focus.,She placed a convex lens on the focus.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/focus#Dutch. Example from the same Wiktionary entry (CC BY-SA 4.0).",B1;production,de,focussen,,,,,,,,,false
formule,formula,B1,noun,"People, objects and abstract concepts",Mary wil met een Formule 1-coureur trouwen.,Mary wants to marry a Formula 1 driver.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/formule#Dutch. Example: Citrine (Dutch, https://tatoeba.org/en/sentences/show/1476164) and Spamster (English, https://tatoeba.org/en/sentences/show/1474807); CC BY 2.0 FR.",B1;production,de,formules,formuletje,,,,,,,,false
gebeurtenis,"event, occasion, occurrence",B1,noun,"People, objects and abstract concepts",Het is een verhaal gebaseerd op een echte gebeurtenis.,It's a story based on a real event.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/gebeurtenis#Dutch. Example: Talitha (Dutch, https://tatoeba.org/en/sentences/show/4766498) and CM (English, https://tatoeba.org/en/sentences/show/2009065); CC BY 2.0 FR.",B1;production,de,gebeurtenissen,gebeurtenisje,,,,,,,,false
gebied,"area, region",B1,noun,"People, objects and abstract concepts",Verschillende metingen laten hoge radonniveaus in dit gebied zien.,Several measurements show high radon levels in this area.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/gebied#Dutch. Example: MarijnKp (Dutch, https://tatoeba.org/en/sentences/show/9265875) and ebob52 (English, https://tatoeba.org/en/sentences/show/8016515); CC BY 2.0 FR.",B1;production,het,gebieden,gebiedje,,,,,,,,false
geboorte,birth,B1,noun,"People, objects and abstract concepts",Ik heb hem gefeliciteerd met de geboorte van zijn zoon.,I congratulated him on the birth of his son.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/geboorte#Dutch. Example: simonbr (Dutch, https://tatoeba.org/en/sentences/show/8537927) and CK (English, https://tatoeba.org/en/sentences/show/260254); CC BY 2.0 FR.",B1;production,de,geboorten / geboortes,,,,,,,,,false
gebouw,"building, structure, construction",B1,noun,"People, objects and abstract concepts",Het gebouw is op het moment in aanbouw.,The building is under construction.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/gebouw#Dutch. Example: phiz (Dutch, https://tatoeba.org/en/sentences/show/415457) and CK (English, https://tatoeba.org/en/sentences/show/49971); CC BY 2.0 FR.",B1;production,het,gebouwen,gebouwtje,,,,,,,,false
gebruik,use,B1,noun,"People, objects and abstract concepts","Om dat niet te vergeten, kan je dit ezelsbruggetje gebruiken.",You can use this mnemonic so you won't forget.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/gebruik#Dutch. Example: PaulP (Dutch, https://tatoeba.org/en/sentences/show/3626949) and mccarras (English, https://tatoeba.org/en/sentences/show/8984150); CC BY 2.0 FR.",B1;production,het,gebruiken,gebruikje,,,,,,,,false
gebruiker,user,B1,noun,"People, objects and abstract concepts",Deze gebruiker is al twee jaar niet online geweest.,This user hasn't been online for two years.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/gebruiker#Dutch. Example: meshbags (Dutch, https://tatoeba.org/en/sentences/show/8228492) and MarijnKp (English, https://tatoeba.org/en/sentences/show/9357287); CC BY 2.0 FR.",B1;production,de,gebruikers,gebruikertje,,,,,,,,false
gedeelte,"part, section",B1,noun,"People, objects and abstract concepts",Meer mensen wonen in het noordelijke gedeelte van de stad.,More people live in the northern part of the city.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/gedeelte#Dutch. Example: megamanenm (Dutch, https://tatoeba.org/en/sentences/show/1124454) and CK (English, https://tatoeba.org/en/sentences/show/21774); CC BY 2.0 FR.",B1;production,het,gedeelten / gedeeltes,,,,,,,,,false
geheugen,memory,B1,noun,"People, objects and abstract concepts","Hoe ouder we worden, hoe slechter ons geheugen.","The older we become, the worse our memory gets.","Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/geheugen#Dutch. Example: simonbr (Dutch, https://tatoeba.org/en/sentences/show/844417) and CK (English, https://tatoeba.org/en/sentences/show/282186); CC BY 2.0 FR.",B1;production,het,geheugens,geheugentje,,,,,,,,false
geluid,sound,B1,noun,"People, objects and abstract concepts",Tom zat naar het geluid van de regen te luisteren.,Tom listened to the sound of the rain.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/geluid#Dutch. Example: megamanenm (Dutch, https://tatoeba.org/en/sentences/show/9735312) and Hybrid (English, https://tatoeba.org/en/sentences/show/6860139); CC BY 2.0 FR.",B1;production,het,geluiden,geluidje,,,,,,,,false
generatie,"generation, age",B1,noun,"People, objects and abstract concepts","Er mist een generatie, die het niet geleerd heeft.",There is a generation missing that has not learned it.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/generatie#Dutch. Example: Tom9358 (Dutch, https://tatoeba.org/en/sentences/show/12827265) and Tom9358 (English, https://tatoeba.org/en/sentences/show/12827336); CC BY 2.0 FR.",B1;production,de,generaties,generatietje,,,,,,,,false
geur,"scent, smell, odour, odor",B1,noun,"People, objects and abstract concepts",Een walgelijke geur walmde uit het gat in de grond.,A putrid smell came up out of the hole in the ground.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/geur#Dutch. Example: megamanenm (Dutch, https://tatoeba.org/en/sentences/show/11556599) and darinmex (English, https://tatoeba.org/en/sentences/show/710077); CC BY 2.0 FR.",B1;production,de,geuren,geurtje,,,,,,,,false
