dutch,english,cefr_level,word_type,topic,example_dutch,example_english,notes,tags,article,plural,diminutive,regularity,separable,auxiliary,past_participle,inflected,comparative,superlative,is_sample
hek,fence,B2,noun,"People, objects and abstract concepts",Er staat een hek om het huis heen.,There is a fence around the house.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/hek#Dutch. Example: doemaar14 (Dutch, https://tatoeba.org/en/sentences/show/12488962) and CK (English, https://tatoeba.org/en/sentences/show/503767); CC BY 2.0 FR.",B2;production,het,hekken,hekje,,,,,,,,false
heks,witch,B2,noun,"People, objects and abstract concepts",De heks nam haar menselijke vorm weer aan.,The witch turned back into human form.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/heks#Dutch. Example: megamanenm (Dutch, https://tatoeba.org/en/sentences/show/11018731) and megamanenm (English, https://tatoeba.org/en/sentences/show/11018730); CC BY 2.0 FR.",B2;production,de,heksen,heksje,,,,,,,,false
hel,"hell, an infernal afterlife",B2,noun,"People, objects and abstract concepts",De pastoor zegde dat Tom in de hel zal branden.,The pastor said Tom's going to burn in hell.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/hel#Dutch. Example: marcelostockle (Dutch, https://tatoeba.org/en/sentences/show/2194354) and erikspen (English, https://tatoeba.org/en/sentences/show/1522371); CC BY 2.0 FR.",B2;production,de,hellen,helletje,,,,,,,,false
held,hero,B2,noun,"People, objects and abstract concepts",De draak gaat de strijd aan met de held.,The dragon is fighting the hero.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/held#Dutch. Example: megamanenm (Dutch, https://tatoeba.org/en/sentences/show/11018521) and megamanenm (English, https://tatoeba.org/en/sentences/show/11018520); CC BY 2.0 FR.",B2;production,de,helden,heldje,,,,,,,,false
helderheid,brightness,B2,noun,"People, objects and abstract concepts",Kun je de helderheid van deze monitor verminderen?,Can you lower the brightness on this monitor?,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/helderheid#Dutch. Example: doemaar14 (Dutch, https://tatoeba.org/en/sentences/show/13652731) and lingomaxim (English, https://tatoeba.org/en/sentences/show/13651429); CC BY 2.0 FR.",B2;production,de,helderheden,,,,,,,,,false
helikopter,helicopter,B2,noun,"People, objects and abstract concepts",Heeft iemand van jullie al eens met een helikopter gevlogen?,Have any of you ever flown in a helicopter?,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/helikopter#Dutch. Example: Elsofie (Dutch, https://tatoeba.org/en/sentences/show/8525249) and sundown (English, https://tatoeba.org/en/sentences/show/12466883); CC BY 2.0 FR.",B2;production,de,helikopters,helikoptertje,,,,,,,,false
helling,"inclination, slope",B2,noun,"People, objects and abstract concepts",We skieden de helling af.,We skied down the slope.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/helling#Dutch. Example: MarijnKp (Dutch, https://tatoeba.org/en/sentences/show/7914759) and CK (English, https://tatoeba.org/en/sentences/show/22959); CC BY 2.0 FR.",B2;production,de,hellingen,hellinkje,,,,,,,,false
hemel,"sky, heavens",B2,noun,"People, objects and abstract concepts",In het begin schiep God de hemel en de aarde.,"In the beginning, God created the heavens and the earth.","Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/hemel#Dutch. Example: Akradna (Dutch, https://tatoeba.org/en/sentences/show/1678430) and shekitten (English, https://tatoeba.org/en/sentences/show/7903838); CC BY 2.0 FR.",B2;production,de,hemelen,hemeltje,,,,,,,,false
herhaling,"repeat, rerun",B2,noun,"People, objects and abstract concepts",Het programma van vandaag is een herhaling.,Today's show is a rerun.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/herhaling#Dutch. Example: megamanenm (Dutch, https://tatoeba.org/en/sentences/show/12390625) and Hybrid (English, https://tatoeba.org/en/sentences/show/3547482); CC BY 2.0 FR.",B2;production,de,herhalingen,herhalinkje,,,,,,,,false
herrie,"racket, loud noise",B2,noun,"People, objects and abstract concepts",Wat is al die herrie? Wat gebeurt er?,What's all that noise? What's going on?,"No usual plural in this sense. Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/herrie#Dutch. Example: Raizin (Dutch, https://tatoeba.org/en/sentences/show/4472702) and daed56 (English, https://tatoeba.org/en/sentences/show/2707239); CC BY 2.0 FR.",B2;production,de,,,,,,,,,,false
hersenen,brain,B2,noun,"People, objects and abstract concepts","Wie heeft de grootste hersenen, een olifant of een mens?","Which has the biggest brain, an elephant or a person?","Plural-only noun. Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/hersenen#Dutch. Example: slavneui (Dutch, https://tatoeba.org/en/sentences/show/884114) and Ignoto (English, https://tatoeba.org/en/sentences/show/1206008); CC BY 2.0 FR.",B2;production,de,,hersentjes,,,,,,,,false
hert,"deer, a ruminant of the family Cervidae",B2,noun,"People, objects and abstract concepts",We volgden het spoor dat het hert had achtergelaten.,We followed the tracks left by the deer.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/hert#Dutch. Example: LinguisticFusion (Dutch, https://tatoeba.org/en/sentences/show/4639583) and corbinjurgens (English, https://tatoeba.org/en/sentences/show/4638947); CC BY 2.0 FR.",B2;production,het,herten,hertje,,,,,,,,false
herziening,revision,B2,noun,"People, objects and abstract concepts",Hij pleit voor een herziening van de regels.,He advocates a revision of the rules.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/herziening#Dutch. Example: Micsmithel (Dutch, https://tatoeba.org/en/sentences/show/7064152) and CK (English, https://tatoeba.org/en/sentences/show/295132); CC BY 2.0 FR.",B2;production,de,herzieningen,,,,,,,,,false
hinder,"hindrance, impediment, obstruction",B2,noun,"People, objects and abstract concepts",Hij ondervindt veel hinder van de chronische ziekte.,He experiences much hindrance due to the chronic disease.,"No usual plural in this sense. Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/hinder#Dutch. Example from the same Wiktionary entry (CC BY-SA 4.0).",B2;production,de,,,,,,,,,,false
hint,hint,B2,noun,"People, objects and abstract concepts",Wat een subtiele hint!,What a subtle hint!,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/hint#Dutch. Example: MarijnKp (Dutch, https://tatoeba.org/en/sentences/show/10019754) and AlanF_US (English, https://tatoeba.org/en/sentences/show/7946057); CC BY 2.0 FR.",B2;production,de,hints,hintje,,,,,,,,false
historicus,historian,B2,noun,"People, objects and abstract concepts",Jij bent de historicus.,You're the historian.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/historicus#Dutch. Example: rose_d (Dutch, https://tatoeba.org/en/sentences/show/10634775) and CM (English, https://tatoeba.org/en/sentences/show/3725408); CC BY 2.0 FR.",B2;production,de,historici,historicusje,,,,,,,,false
hit,"hit song, a very popular and successful song",B2,noun,"People, objects and abstract concepts",Dat liedje wordt zeker een hit.,That song's bound to be a hit.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/hit#Dutch. Example: doemaar14 (Dutch, https://tatoeba.org/en/sentences/show/12743236) and CM (English, https://tatoeba.org/en/sentences/show/68526); CC BY 2.0 FR.",B2;production,de,hits,hitje,,,,,,,,false
hoek,corner,B2,noun,"People, objects and abstract concepts",Ik zal op de hoek staan en op je wachten.,"I'll be standing on the corner, waiting for you.","Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/hoek#Dutch. Example: doemaar14 (Dutch, https://tatoeba.org/en/sentences/show/12330194) and CK (English, https://tatoeba.org/en/sentences/show/10723775); CC BY 2.0 FR.",B2;production,de,hoeken,hoekje,,,,,,,,false
hoes,cover,B2,noun,"People, objects and abstract concepts",Hij heeft een hoes over zijn auto gedaan.,He put a cover over his car.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/hoes#Dutch. Example: Raizin (Dutch, https://tatoeba.org/en/sentences/show/5421427) and CK (English, https://tatoeba.org/en/sentences/show/299024); CC BY 2.0 FR.",B2;production,de,hoezen,hoesje,,,,,,,,false
hof,"court, residence of a monarch or other high-placed person",B2,noun,"People, objects and abstract concepts",Layla's getuigenis schokte het hof.,Layla's testimony shocked the court.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/hof#Dutch. Example: MarijnKp (Dutch, https://tatoeba.org/en/sentences/show/7303961) and OsoHombre (English, https://tatoeba.org/en/sentences/show/6044034); CC BY 2.0 FR.",B2;production,het,hoven,hofje,,,,,,,,false
hok,den; a small and often dark dwelling such as a hut,B2,noun,"People, objects and abstract concepts",De wereld is een hok met gekken.,The world is a den of crazies.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/hok#Dutch. Example: Dorenda (Dutch, https://tatoeba.org/en/sentences/show/382081) and AlanF_US (English, https://tatoeba.org/en/sentences/show/1639); CC BY 2.0 FR.",B2;production,het,hokken,hokje,,,,,,,,false
hoofddoek,"headscarf, a more or less rectangular cloth worn over the head, mainly by women, now usually by Muslimas",B2,noun,"People, objects and abstract concepts",Layla leerde Salima hoe ze haar islamitische hoofddoek moest dragen.,Layla taught Salima how to wear her Muslim headscarf.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/hoofddoek#Dutch. Example: MarijnKp (Dutch, https://tatoeba.org/en/sentences/show/7318652) and OsoHombre (English, https://tatoeba.org/en/sentences/show/7307121); CC BY 2.0 FR.",B2;production,de,hoofddoeken,hoofddoekje,,,,,,,,false
hoofdkantoor,"head office, headquarters",B2,noun,"People, objects and abstract concepts",Ons hoofdkantoor is in Osaka.,Our main office is in Osaka.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/hoofdkantoor#Dutch. Example: Dorenda (Dutch, https://tatoeba.org/en/sentences/show/387106) and NielDLR (English, https://tatoeba.org/en/sentences/show/279959); CC BY 2.0 FR.",B2;production,het,hoofdkantoren,hoofdkantoortje,,,,,,,,false
hoofdkwartier,headquarters,B2,noun,"People, objects and abstract concepts",De vlaggen van de wereld wapperen trots bij het hoofdkwartier van de Verenigde Naties.,Flags of the world fly proudly at the United Nations headquarters.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/hoofdkwartier#Dutch. Example: Globetrotter (Dutch, https://tatoeba.org/en/sentences/show/2285029) and Source_VOA (English, https://tatoeba.org/en/sentences/show/681148); CC BY 2.0 FR.",B2;production,het,hoofdkwartieren,hoofdkwartiertje,,,,,,,,false
hoofdstraat,main street/Main Street,B2,noun,"People, objects and abstract concepts",De hoofdstraat is vol met meisjes in kimono.,The main street is filled with girls in kimonos.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/hoofdstraat#Dutch. Example: simonbr (Dutch, https://tatoeba.org/en/sentences/show/821212) and CM (English, https://tatoeba.org/en/sentences/show/275843); CC BY 2.0 FR.",B2;production,de,hoofdstraten,hoofdstraatje,,,,,,,,false
hooggerechtshof,supreme court,B2,noun,"People, objects and abstract concepts",Het Hooggerechtshof heeft een eerdere beslissing vernietigd.,The Supreme Court overturned a previous decision.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/hooggerechtshof#Dutch. Example: Micsmithel (Dutch, https://tatoeba.org/en/sentences/show/9763390) and CK (English, https://tatoeba.org/en/sentences/show/243948); CC BY 2.0 FR.",B2;production,het,hooggerechtshoven,,,,,,,,,false
hoogte,height,B2,noun,"People, objects and abstract concepts",De hoogte van de stoel is verstelbaar.,The chair's height is adjustable.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/hoogte#Dutch. Example: Nylez (Dutch, https://tatoeba.org/en/sentences/show/9623350) and megamanenm (English, https://tatoeba.org/en/sentences/show/6219092); CC BY 2.0 FR.",B2;production,de,hoogtes / hoogten,,,,,,,,,false
hoorn,horn or a bugle,B2,noun,"People, objects and abstract concepts",Tom speelde een oud Iers liedje op zijn nieuwe hoorn.,Tom played an old Irish song on his new French horn.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/hoorn#Dutch. Example: Micsmithel (Dutch, https://tatoeba.org/en/sentences/show/6606802) and CK (English, https://tatoeba.org/en/sentences/show/1024344); CC BY 2.0 FR.",B2;production,de,hoornen / hoorns,hoorntje,,,,,,,,false
horizon,horizon,B2,noun,"People, objects and abstract concepts",Donkere wolken trokken zich samen over de horizon.,Dark clouds gathered over the horizon.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/horizon#Dutch. Example: Slam4 (Dutch, https://tatoeba.org/en/sentences/show/11762433) and CM (English, https://tatoeba.org/en/sentences/show/3731389); CC BY 2.0 FR.",B2;production,de,horizonten / horizonnen,,,,,,,,,false
horror,horror,B2,noun,"People, objects and abstract concepts","Als het om films gaat, vind ik alles leuk, als het maar geen horror is.","When it comes to movies I like anything, as long as it's not horror.","No usual plural in this sense. Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/horror#Dutch. Example: Raizin (Dutch, https://tatoeba.org/en/sentences/show/4461013) and Jesse (English, https://tatoeba.org/en/sentences/show/4461019); CC BY 2.0 FR.",B2;production,de,,,,,,,,,,false
hout,wood,B2,noun,"People, objects and abstract concepts",We hebben het hout in de achtertuin opgestapeld.,We piled the wood in the backyard.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/hout#Dutch. Example: MarijnKp (Dutch, https://tatoeba.org/en/sentences/show/7308598) and sharptoothed (English, https://tatoeba.org/en/sentences/show/2820921); CC BY 2.0 FR.",B2;production,het,houten,houtje,,,,,,,,false
huisdier,pet,B2,noun,"People, objects and abstract concepts","Op Tatoeba is ""Koekje"" een algemene naam voor een huisdier.","On Tatoeba, ""Cookie"" is a wildcard name for any pet.","Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/huisdier#Dutch. Example: SunnyMoon (Dutch, https://tatoeba.org/en/sentences/show/11219370) and shekitten (English, https://tatoeba.org/en/sentences/show/11166735); CC BY 2.0 FR.",B2;production,het,huisdieren,huisdiertje,,,,,,,,false
huisvrouw,"housewife, female homemaker",B2,noun,"People, objects and abstract concepts",Mary is een huisvrouw.,Mary is a housewife.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/huisvrouw#Dutch. Example: Slam4 (Dutch, https://tatoeba.org/en/sentences/show/11759589) and CK (English, https://tatoeba.org/en/sentences/show/10741114); CC BY 2.0 FR.",B2;production,de,huisvrouwen,huisvrouwtje,,,,,,,,false
hut,"small wooden shed, hut",B2,noun,"People, objects and abstract concepts",In de verte was zoiets als een hut te zien.,Something like a hut could be seen in the distance.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/hut#Dutch. Example: carlosalberto (Dutch, https://tatoeba.org/en/sentences/show/12304266) and carlosalberto (English, https://tatoeba.org/en/sentences/show/12304259); CC BY 2.0 FR.",B2;production,de,hutten,hutje,,,,,,,,false
hypotheek,mortgage,B2,noun,"People, objects and abstract concepts",Sami kon zijn hypotheek niet betalen.,Sami couldn't pay his mortgage.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/hypotheek#Dutch. Example: Micsmithel (Dutch, https://tatoeba.org/en/sentences/show/6487989) and OsoHombre (English, https://tatoeba.org/en/sentences/show/6476451); CC BY 2.0 FR.",B2;production,de,hypotheken,hypotheekje,,,,,,,,false
ideologie,ideology,B2,noun,"People, objects and abstract concepts",Imperialisme is een ideologie en praktijk van machtige groepen die hun privileges trachten veilig te stellen of uit te breiden door andere groepen te overheersen.,Imperialism is an ideology and practice of powerful groups trying to secure or expand their privileges by dominating other groups.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/ideologie#Dutch. Example: Micsmithel (Dutch, https://tatoeba.org/en/sentences/show/9829914) and al_ex_an_der (English, https://tatoeba.org/en/sentences/show/4783040); CC BY 2.0 FR.",B2;production,de,ideologieën,ideologietje,,,,,,,,false
ijzer,iron,B2,noun,"People, objects and abstract concepts","Dat is geen ijzer, het is een soort legering.","That's not iron, but some alloy.","Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/ijzer#Dutch. Example: PaulP (Dutch, https://tatoeba.org/en/sentences/show/13049246) and rul (English, https://tatoeba.org/en/sentences/show/13049053); CC BY 2.0 FR.",B2;production,het,ijzers,ijzertje,,,,,,,,false
illusie,illusion,B2,noun,"People, objects and abstract concepts","Mijn hoop was, spijtig genoeg, een illusie.","Unfortunately, my hope was an illusion.","Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/illusie#Dutch. Example: PaulP (Dutch, https://tatoeba.org/en/sentences/show/4177732) and AlbertaJ (English, https://tatoeba.org/en/sentences/show/4152206); CC BY 2.0 FR.",B2;production,de,illusies,illusietje,,,,,,,,false
imago,image,B2,noun,"People, objects and abstract concepts",Zijn imago is totaal naar de knoppen.,His image is completely ruined.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/imago#Dutch. Example: Rubrick (Dutch, https://tatoeba.org/en/sentences/show/7779522) and sharris123 (English, https://tatoeba.org/en/sentences/show/7779331); CC BY 2.0 FR.",B2;production,het,imago's,imagootje,,,,,,,,false
implementatie,implementation,B2,noun,"People, objects and abstract concepts",We moeten een knoop doorhakken over de implementatie van het project.,We must make up our minds about the implementation of the project.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/implementatie#Dutch. Example: fekundulo (Dutch, https://tatoeba.org/en/sentences/show/2731269) and fekundulo (English, https://tatoeba.org/en/sentences/show/2731275); CC BY 2.0 FR.",B2;production,de,implementaties,implementatietje,,,,,,,,false
inflatie,"inflation, increase in the general price level",B2,noun,"People, objects and abstract concepts",De inflatie werd onder controle gehouden.,Inflation was controlled.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/inflatie#Dutch. Example: Micsmithel (Dutch, https://tatoeba.org/en/sentences/show/10064544) and Source_VOA (English, https://tatoeba.org/en/sentences/show/806888); CC BY 2.0 FR.",B2;production,de,inflaties,inflatietje,,,,,,,,false
infrastructuur,infrastructure,B2,noun,"People, objects and abstract concepts",China kan Algerije helpen bij het moderniseren van de infrastructuur.,China can help Algeria modernize its infrastructure.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/infrastructuur#Dutch. Example: megamanenm (Dutch, https://tatoeba.org/en/sentences/show/10773039) and Amastan (English, https://tatoeba.org/en/sentences/show/8566070); CC BY 2.0 FR.",B2;production,de,infrastructuren,infrastructuurtje,,,,,,,,false
ingenieur,engineer,B2,noun,"People, objects and abstract concepts","De vrouw die naar buiten ging, is een ingenieur.",The woman who went outdoors is an engineer.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/ingenieur#Dutch. Example: carlosalberto (Dutch, https://tatoeba.org/en/sentences/show/12138020) and carlosalberto (English, https://tatoeba.org/en/sentences/show/12137969); CC BY 2.0 FR.",B2;production,de,ingenieurs,ingenieurtje,,,,,,,,false
injectie,"injection, the act of injecting",B2,noun,"People, objects and abstract concepts",Ik neem liever medicijnen dan een injectie te krijgen.,I prefer taking medicine rather than getting an injection.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/injectie#Dutch. Example: Micsmithel (Dutch, https://tatoeba.org/en/sentences/show/7934793) and sacredceltic (English, https://tatoeba.org/en/sentences/show/1395385); CC BY 2.0 FR.",B2;production,de,injecties,injectietje,,,,,,,,false
inkt,ink,B2,noun,"People, objects and abstract concepts","Doordat de inkt op was, kon de printer niks afdrukken.","Because the ink ran out, the printer couldn't print anything.","Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/inkt#Dutch. Example: meshbags (Dutch, https://tatoeba.org/en/sentences/show/8227975) and megamanenm (English, https://tatoeba.org/en/sentences/show/9181888); CC BY 2.0 FR.",B2;production,de,inkten,inktje,,,,,,,,false
inschrijving,registration,B2,noun,"People, objects and abstract concepts",De inschrijvingen startten op 20 oktober.,Registration began October 20th.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/inschrijving#Dutch. Example: Nylez (Dutch, https://tatoeba.org/en/sentences/show/10121480) and CK (English, https://tatoeba.org/en/sentences/show/4495994); CC BY 2.0 FR.",B2;production,de,inschrijvingen,inschrijvinkje,,,,,,,,false
inspanning,effort,B2,noun,"People, objects and abstract concepts",Elke inspanning verdient een beloning.,Every effort deserves a reward.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/inspanning#Dutch. Example: anders (Dutch, https://tatoeba.org/en/sentences/show/2824648) and shortiiboy (English, https://tatoeba.org/en/sentences/show/2246); CC BY 2.0 FR.",B2;production,de,inspanningen,inspanninkje,,,,,,,,false
inspectie,inspection,B2,noun,"People, objects and abstract concepts",Ik heb een inspectie uitgevoerd.,I carried out an inspection.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/inspectie#Dutch. Example: MarijnKp (Dutch, https://tatoeba.org/en/sentences/show/12967066) and ajje (English, https://tatoeba.org/en/sentences/show/8602509); CC BY 2.0 FR.",B2;production,de,inspecties,,,,,,,,,false
inspiratiebron,source of inspiration,B2,noun,"People, objects and abstract concepts",Wat is jouw grootste inspiratiebron?,What is your greatest source of inspiration?,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/inspiratiebron#Dutch. Example: marcelostockle (Dutch, https://tatoeba.org/en/sentences/show/2783639) and Swift (English, https://tatoeba.org/en/sentences/show/1852); CC BY 2.0 FR.",B2;production,de,inspiratiebronnen,,,,,,,,,false
installatie,installation,B2,noun,"People, objects and abstract concepts",Uw computer zal meerdere malen herstarten tijdens de installatie.,Your computer will restart several times during installation.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/installatie#Dutch. Example: martinod (Dutch, https://tatoeba.org/en/sentences/show/2085057) and CK (English, https://tatoeba.org/en/sentences/show/895426); CC BY 2.0 FR.",B2;production,de,installaties,installatietje,,,,,,,,false
instinct,instinct,B2,noun,"People, objects and abstract concepts",Dieren handelen volgens hun instinct.,Animals act on instinct.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/instinct#Dutch. Example: martinod (Dutch, https://tatoeba.org/en/sentences/show/693089) and CM (English, https://tatoeba.org/en/sentences/show/280249); CC BY 2.0 FR.",B2;production,het,instincten,,,,,,,,,false
instituut,institute,B2,noun,"People, objects and abstract concepts",Na een korte onderbreking heeft hij zijn functie in het instituut hervat.,"After a brief hiatus, he resumed his position at the institute.","Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/instituut#Dutch. Example: Micsmithel (Dutch, https://tatoeba.org/en/sentences/show/9067195) and AlanF_US (English, https://tatoeba.org/en/sentences/show/9040903); CC BY 2.0 FR.",B2;production,het,instituten,instituutje,,,,,,,,false
integriteit,"integrity, probity, rectitude",B2,noun,"People, objects and abstract concepts",Hij staat bekend om zijn integriteit.,He has a reputation for integrity.,"No usual plural in this sense. Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/integriteit#Dutch. Example: MarijnKp (Dutch, https://tatoeba.org/en/sentences/show/10014910) and CM (English, https://tatoeba.org/en/sentences/show/300529); CC BY 2.0 FR.",B2;production,de,,,,,,,,,,false
intellectueel,intellectual,B2,noun,"People, objects and abstract concepts",Een intellectueel is iemand die iets interessanters ontdekt heeft dan seks.,An intellectual is a person who has discovered something more interesting than sex.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/intellectueel#Dutch. Example: LaraCroft (Dutch, https://tatoeba.org/en/sentences/show/701356) and Scott (English, https://tatoeba.org/en/sentences/show/690971); CC BY 2.0 FR.",B2;production,de,intellectuelen,intellectueeltje,,,,,,,,false
intelligentie,intelligence,B2,noun,"People, objects and abstract concepts",Bewonder vrouwen voor hun intelligentie en persoonlijkheid... schoonheid is niet genoeg!,Admire women for their intelligence and personality... beauty is not enough!,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/intelligentie#Dutch. Example: PaulP (Dutch, https://tatoeba.org/en/sentences/show/6061713) and megamanenm (English, https://tatoeba.org/en/sentences/show/10745590); CC BY 2.0 FR.",B2;production,de,intelligenties,intelligentietje,,,,,,,,false
intensiteit,intensity,B2,noun,"People, objects and abstract concepts",Lees het volgende gedicht aandachtig en let vooral op de fysieke intensiteit van de taal.,"Read the following poem carefully, paying particular attention to the physical intensity of the language.","Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/intensiteit#Dutch. Example: SunnyMoon (Dutch, https://tatoeba.org/en/sentences/show/11271677) and DJ_Saidez (English, https://tatoeba.org/en/sentences/show/9150063); CC BY 2.0 FR.",B2;production,de,intensiteiten,,,,,,,,,false
interieur,interior,B2,noun,"People, objects and abstract concepts",Het interieur van het huis komt overeen met de aangename buitenkant.,The interior of the house corresponds to its pleasant exterior.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/interieur#Dutch. Example: Micsmithel (Dutch, https://tatoeba.org/en/sentences/show/10118928) and carlosalberto (English, https://tatoeba.org/en/sentences/show/6298164); CC BY 2.0 FR.",B2;production,het,interieurs,interieurtje,,,,,,,,false
internetverbinding,internet connection,B2,noun,"People, objects and abstract concepts",Op momenten dat een virus zich snel verspreidt kan de internetverbinding trager worden.,"At times of high virus spread, connection to the internet may slow down.","Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/internetverbinding#Dutch. Example: mvdstelt (Dutch, https://tatoeba.org/en/sentences/show/11199658) and LimeGreenTeknii (English, https://tatoeba.org/en/sentences/show/10578191); CC BY 2.0 FR.",B2;production,de,internetverbindingen,,,,,,,,,false
interpretatie,"interpretation, one's own explanation",B2,noun,"People, objects and abstract concepts",De islam is zeer flexibel aangaande de interpretatie van de Koranverzen.,Islam has a high level of flexibility as far as the interpretation of the Quranic verses is concerned.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/interpretatie#Dutch. Example: Nylez (Dutch, https://tatoeba.org/en/sentences/show/9283293) and Amastan (English, https://tatoeba.org/en/sentences/show/8778289); CC BY 2.0 FR.",B2;production,de,interpretaties / interpretatiën,interpretatietje,,,,,,,,false
introductie,introduction,B2,noun,"People, objects and abstract concepts",Tom behoeft geen introductie.,Tom needs no introduction.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/introductie#Dutch. Example: doemaar14 (Dutch, https://tatoeba.org/en/sentences/show/10336241) and CM (English, https://tatoeba.org/en/sentences/show/5745210); CC BY 2.0 FR.",B2;production,de,introducties,introductietje,,,,,,,,false
