dutch,english,cefr_level,word_type,topic,example_dutch,example_english,notes,tags,article,plural,diminutive,regularity,separable,auxiliary,past_participle,inflected,comparative,superlative,is_sample
wanneer,when,A1,adverb,Time and place,Wanneer begint de les?,When does the lesson start?,,,,,,,,,,,,,false
waarom,why,A1,adverb,Time and place,Waarom lach je?,Why are you laughing?,,,,,,,,,,,,,false
hoe,how,A1,adverb,Time and place,Hoe gaat het?,How are you?,,,,,,,,,,,,,false
nu,now,A1,adverb,Time and place,Ik moet nu gaan.,I have to go now.,,,,,,,,,,,,,false
vandaag,today,A1,adverb,Time and place,Vandaag ben ik vrij.,I am off today.,,,,,,,,,,,,,false
morgen,tomorrow,A1,adverb,Time and place,Tot morgen!,See you tomorrow!,Adverb tomorrow. The noun morgen can mean morning; that sense is covered by ochtend.,,,,,,,,,,,,false
gisteren,yesterday,A1,adverb,Time and place,Gisteren was ik thuis.,I was at home yesterday.,,,,,,,,,,,,,false
altijd,always,A1,adverb,Time and place,Ik eet altijd ontbijt.,I always eat breakfast.,,,,,,,,,,,,,false
vaak,often,A1,adverb,Time and place,We fietsen vaak samen.,We often cycle together.,,,,,,,,,,,,,false
soms,sometimes,A1,adverb,Time and place,Soms neem ik de bus.,Sometimes I take the bus.,,,,,,,,,,,,,false
nooit,never,A1,adverb,Time and place,Ik drink nooit koffie.,I never drink coffee.,,,,,,,,,,,,,false
al,already,A1,adverb,Time and place,Ben je al klaar?,Are you ready already?,,,,,,,,,,,,,false
nog,still / yet,A1,adverb,Time and place,Ik ben nog niet klaar.,I am not ready yet.,,,,,,,,,,,,,false
opnieuw,again,A1,adverb,Time and place,Lees de zin opnieuw.,Read the sentence again.,,,,,,,,,,,,,false
niets,nothing,A1,pronoun,Things,Er zit niets in de tas.,There is nothing in the bag.,,,,,,,,,,,,,false
iets,something,A1,pronoun,Things,Wil je iets drinken?,Would you like something to drink?,,,,,,,,,,,,,false
er,there (existential),A1,adverb,Useful modifiers,Er staat een fiets buiten.,There is a bicycle outside.,,,,,,,,,,,,,false
heel,very,A1,adverb,Useful modifiers,Dit boek is heel leuk.,This book is very enjoyable.,,,,,,,,,,,,,false
erg,very,A1,adverb,Useful modifiers,Het is erg koud.,It is very cold.,,,,,,,,,,,,,false
ook,also / too,A1,adverb,Useful modifiers,Ik kom ook.,I am coming too.,,,,,,,,,,,,,false
alleen,alone / only,A1,adverb,Useful modifiers,Ik woon alleen.,I live alone.,,,,,,,,,,,,,false
niet,not,A1,adverb,Useful modifiers,Ik weet het niet.,I do not know.,,,,,,,,,,,,,false
wel,indeed / affirmative contrast,A1,adverb,Useful modifiers,"Ik drink geen koffie, maar wel thee.","I do not drink coffee, but I do drink tea.",,,,,,,,,,,,,false
graag,gladly / like to,A1,adverb,Useful modifiers,Ik lees graag.,I like reading.,,,,,,,,,,,,,false
misschien,perhaps,A1,adverb,Useful modifiers,Misschien kom ik morgen.,Perhaps I will come tomorrow.,,,,,,,,,,,,,false
samen,together,A1,adverb,Useful modifiers,We koken samen.,We cook together.,,,,,,,,,,,,,false
bijna,almost,A1,adverb,Useful modifiers,De les is bijna klaar.,The lesson is almost finished.,,,,,,,,,,,,,false
nul,zero,A1,numeral,Numbers,Het is nul graden.,It is zero degrees.,,,,,,,,,,,,,false
half,half,A1,numeral,Numbers,Ik eet een half broodje.,I am eating half a bread roll.,"Half as a quantity; half negen means half past eight, not half past nine.",,,,,,,,,,,,false
twee,two,A1,numeral,Numbers,Wij hebben twee katten.,We have two cats.,,,,,,,,,,,,,false
drie,three,A1,numeral,Numbers,Er staan drie fietsen.,There are three bicycles.,,,,,,,,,,,,,false
vier,four,A1,numeral,Numbers,De tafel heeft vier poten.,The table has four legs.,,,,,,,,,,,,,false
vijf,five,A1,numeral,Numbers,Ik werk vijf dagen.,I work five days.,,,,,,,,,,,,,false
zes,six,A1,numeral,Numbers,Het is zes uur.,It is six o'clock.,,,,,,,,,,,,,false
zeven,seven,A1,numeral,Numbers,Een week heeft zeven dagen.,A week has seven days.,,,,,,,,,,,,,false
acht,eight,A1,numeral,Numbers,Er zijn acht stoelen.,There are eight chairs.,,,,,,,,,,,,,false
negen,nine,A1,numeral,Numbers,De winkel opent om negen uur.,The shop opens at nine.,,,,,,,,,,,,,false
tien,ten,A1,numeral,Numbers,Dat kost tien euro.,That costs ten euros.,,,,,,,,,,,,,false
elf,eleven,A1,numeral,Numbers,Mijn zoon is elf jaar.,My son is eleven years old.,,,,,,,,,,,,,false
twaalf,twelve,A1,numeral,Numbers,Het is twaalf uur.,It is twelve o'clock.,,,,,,,,,,,,,false
dertien,thirteen,A1,numeral,Numbers,Bus dertien stopt hier.,Bus thirteen stops here.,,,,,,,,,,,,,false
veertien,fourteen,A1,numeral,Numbers,De cursus duurt veertien dagen.,The course lasts fourteen days.,,,,,,,,,,,,,false
vijftien,fifteen,A1,numeral,Numbers,Ik wacht vijftien minuten.,I will wait fifteen minutes.,,,,,,,,,,,,,false
zestien,sixteen,A1,numeral,Numbers,Zij is zestien jaar.,She is sixteen years old.,,,,,,,,,,,,,false
zeventien,seventeen,A1,numeral,Numbers,Er zitten zeventien mensen in de bus.,There are seventeen people on the bus.,,,,,,,,,,,,,false
achttien,eighteen,A1,numeral,Numbers,Hij is achttien jaar.,He is eighteen years old.,,,,,,,,,,,,,false
negentien,nineteen,A1,numeral,Numbers,De tas kost negentien euro.,The bag costs nineteen euros.,,,,,,,,,,,,,false
twintig,twenty,A1,numeral,Numbers,Ik leer twintig woorden.,I am learning twenty words.,,,,,,,,,,,,,false
dertig,thirty,A1,numeral,Numbers,De reis duurt dertig minuten.,The journey takes thirty minutes.,,,,,,,,,,,,,false
veertig,forty,A1,numeral,Numbers,Mijn moeder is veertig jaar.,My mother is forty years old.,,,,,,,,,,,,,false
vijftig,fifty,A1,numeral,Numbers,Dat is vijftig euro.,That is fifty euros.,,,,,,,,,,,,,false
zestig,sixty,A1,numeral,Numbers,Een uur heeft zestig minuten.,An hour has sixty minutes.,,,,,,,,,,,,,false
zeventig,seventy,A1,numeral,Numbers,Oma is zeventig jaar.,Grandma is seventy years old.,,,,,,,,,,,,,false
tachtig,eighty,A1,numeral,Numbers,Het kaartje kost tachtig euro.,The ticket costs eighty euros.,,,,,,,,,,,,,false
negentig,ninety,A1,numeral,Numbers,De film duurt negentig minuten.,The film lasts ninety minutes.,,,,,,,,,,,,,false
honderd,hundred,A1,numeral,Numbers,Ik heb honderd euro.,I have a hundred euros.,,,,,,,,,,,,,false
duizend,thousand,A1,numeral,Numbers,Hier wonen duizend mensen.,A thousand people live here.,,,,,,,,,,,,,false
de,the (de-words and plurals),A1,particle,Articles and responses,De hond slaapt.,The dog is sleeping.,Definite article for de-words and all plural nouns. Articles use the app's particle category.,,,,,,,,,,,,false
een,a / an,A1,particle,Articles and responses,Ik heb een fiets.,I have a bicycle.,Indefinite article. The same spelling also means one; the numeral is often accented één for emphasis. Articles use the app's particle category.,,,,,,,,,,,,false
geen,no / not a,A1,particle,Articles and responses,Ik heb geen auto.,I do not have a car.,"Negative determiner before an indefinite noun: geen auto, geen water. Stored in the app's particle category.",,,,,,,,,,,,false
ja,yes,A1,particle,Articles and responses,"Ja, ik kom.","Yes, I am coming.",,,,,,,,,,,,,false
nee,no,A1,particle,Articles and responses,"Nee, dank je.","No, thank you.",,,,,,,,,,,,,false
bedankt,thanks,A1,expression,Greetings and politeness,Bedankt voor je hulp.,Thanks for your help.,Lexicalised politeness expression thanks; distinct from the verb bedanken.,,,,,,,,,,,,false
alstublieft,please / here you are (formal),A1,expression,Greetings and politeness,"Een thee, alstublieft.","A tea, please.",,,,,,,,,,,,,false
alsjeblieft,please / here you are (informal),A1,expression,Greetings and politeness,Help me alsjeblieft.,Please help me.,,,,,,,,,,,,,false
hallo,hello,A1,expression,Greetings and politeness,"Hallo, hoe heet je?","Hello, what is your name?",,,,,,,,,,,,,false
goedemorgen,good morning,A1,expression,Greetings and politeness,"Goedemorgen, hebt u goed geslapen?","Good morning, did you sleep well?",,,,,,,,,,,,,false
goedemiddag,good afternoon,A1,expression,Greetings and politeness,"Goedemiddag, kan ik u helpen?","Good afternoon, can I help you?",,,,,,,,,,,,,false
goedenavond,good evening,A1,expression,Greetings and politeness,"Goedenavond, kom binnen.","Good evening, come in.",,,,,,,,,,,,,false
welterusten,good night (before sleep),A1,expression,Greetings and politeness,"Welterusten, tot morgen.","Good night, see you tomorrow.",,,,,,,,,,,,,false
tot ziens,goodbye,A1,expression,Greetings and politeness,"Tot ziens, fijne dag!","Goodbye, have a nice day!",,,,,,,,,,,,,false
doei,bye (informal),A1,expression,Greetings and politeness,"Doei, ik ga naar huis.","Bye, I am going home.",,,,,,,,,,,,,false
sorry,sorry,A1,expression,Greetings and politeness,"Sorry, ik ben te laat.","Sorry, I am late.",,,,,,,,,,,,,false
pardon,excuse me,A1,expression,Greetings and politeness,"Pardon, waar is het station?","Excuse me, where is the station?",,,,,,,,,,,,,false
welkom,welcome,A1,expression,Greetings and politeness,Welkom in ons huis.,Welcome to our home.,,,,,,,,,,,,,false
eet smakelijk,enjoy your meal,A1,expression,Greetings and politeness,Het eten is klaar. Eet smakelijk!,The food is ready. Enjoy your meal!,,,,,,,,,,,,,false
gezondheid,bless you (after a sneeze),A1,expression,Greetings and politeness,Je niest. Gezondheid!,You are sneezing. Bless you!,Conventional response to a sneeze. Also the noun de gezondheid (health); not counted separately.,,,,,,,,,,,,false
